,Book_title,Book_summary
879,False,False
880,The Keeper,"Inspired by the true story of the ""Westfield Watcher,.”The first letter turns up on his desk. The second is stuck between the spokes of his bike. The third flies through the kitchen window.And they are all addressed to James from someone called the Keeper.Moving from Texas to Oregon was a bad idea. No sooner have James and his family arrived in their “perfect” new town than he starts getting mysterious and sinister letters from someone called the Keeper. Someone who claims to be watching him. Someone who is looking for “young blood.” James and his sister, Ava, are obviously in danger. But the problem with making a fuss about moving and having a history of playing practical jokes is that no one believes James—not even his parents.Now James and Ava need to figure out who is sending the letters before they become the next victims in their neighborhood’s long history of missing children. Because one thing is clear: uncovering the truth about the Keeper is the only thing that will keep them alive."
881,A Killer Sundae,"Ice cream shop owner Bronwyn Crewse is in for two scoops of murder in this charming mystery from Abby Collette.Chagrin Falls, Ohio, is gorgeous in the fall, and Bronwyn Crewse, owner of Crewse Creamery, knows just how to welcome the new season. At the annual Harvest Time Festival, residents will get a chance to enjoy hot-air balloons and hayrides, crown a new Harvest Time Festival Queen, and eat delicious frozen treats sold at Win’s freshly purchased ice cream truck. But she gets into a sprinkle of trouble when a festivalgoer is poisoned and Win is implicated.Although the victim was a former Harvest Time Festival Queen, her once-sunny disposition had dimmed into bitterness, leaving no shortage of suspects at the festival. To clear her name before the chill of winter sets in, Win will have to investigate and hope that her detective skills won’t “dessert” her."
882,Up to No Gouda,"The first in a delicious new culinary cozy series featuring a grilled cheese eatery owner who must solve murders in her small town before she is put under lock and brieBack in Balsam Dell to heal after the death of her husband, Carly Hale is finally pursuing her lifelong dream—opening Carly's Grilled Cheese Eatery. After only five months, business is booming as Vermont vacationers and townspeople alike flock to lunch on her Party Havartis and other grilled cheese concoctions. All but Lyle Bagley, Carly's one-time high school boyfriend and now town bully who just bought the building that houses her eatery and wants Carly out. After a muenster of a fight, Carly's forced to put her nose to the rind and find a solution to keep her business afloat.That is...until Lyle is discovered dead behind the dumpster of Carly's shop, and one of her employees becomes the prime suspect. In order to save her eatery and prove her friend's innocence, Carly must sleuth out the killer before she's the one who gets grilled.With a delightful cast of characters, an inventive amateur sleuth, and a whole host of cheesy hijinks, Up to No Gouda is the perfect cozy murder mystery to melt into."
883,Two Storm Wood,"In this thriller set on the battlefields of the Somme after the end of World War I, a woman investigates the disappearance of her fiancé.The Great War has ended, but for Amy Vanneck there is no peace. Her fiancé, Edward Haslam, a lieutenant in the 7th Manchesters, is missing, presumed dead. Amy travels to the desolate battlefields of northern France to learn his fate and recover his body.She’s warned that this open-air morgue is no place for a civilian, much less a woman, but Amy is willing to brave the barbed wire, the putrid water, and the rat-infested tunnels that dot the landscape. Her search is upended when she discovers the scene of a gruesome mass murder. What does it signify? Soon Amy begins to have suspicions that Edward might not really be dead. Disquieting and yet compulsively readable, Two Storm Wood builds to an ending that is both thrilling and emotionally riveting."
884,The Nineties,"The Nineties: a wise and funny reckoning with the decade that gave us slacker/grunge irony about the sin of trying too hard, during the greatest shift in human consciousness of any decade in American history. It was long ago, but not as long as it seems: The Berlin Wall fell and the Twin Towers collapsed. In between, one presidential election was allegedly decided by Ross Perot while another was plausibly decided by Ralph Nader. In the beginning, almost every name and address was listed in a phone book, and everyone answered their landlines because you didn't know who it was. By the end, exposing someone's address was an act of emotional violence, and nobody picked up their new cell phone if they didn't know who it was. The '90s brought about a revolution in the human condition we're still groping to understand. Happily, Chuck Klosterman is more than up to the job. Beyond epiphenomena like Cop Killer and Titanic and Zima, there were wholesale shifts in how society was perceived: the rise of the internet, pre-9/11 politics, and the paradoxical belief that nothing was more humiliating than trying too hard. Pop culture accelerated without the aid of a machine that remembered everything, generating an odd comfort in never being certain about anything. On a '90s Thursday night, more people watched any random episode of Seinfeld than the finale of Game of Thrones. But nobody thought that was important; if you missed it, you simply missed it. It was the last era that held to the idea of a true, hegemonic mainstream before it all began to fracture, whether you found a home in it or defined yourself against it. In The Nineties, Chuck Klosterman makes a home in all of it: the film, the music, the sports, the TV, the politics, the changes regarding race and class and sexuality, the yin/yang of Oprah and Alan Greenspan. In perhaps no other book ever written would a sentence like, ""The video for 'Smells Like Teen Spirit' was not more consequential than the reunification of Germany"" make complete sense. Chuck Klosterman has written a multi-dimensional masterpiece, a work of synthesis so smart and delightful that future historians might well refer to this entire period as Klostermanian."
885,Funny Farm: My Unexpected Life with 600 Rescue Animals,"An inspiring and moving memoir of the author's turbulent life with 600 rescue animals.Laurie Zaleski never aspired to run an animal rescue; that was her mother Annie's dream. But from girlhood, Laurie was determined to make the dream come true. Thirty years later as a successful businesswoman, she did it, buying a 15-acre farm deep in the Pinelands of South Jersey. She was planning to relocate Annie and her caravan of ragtag rescues--horses and goats, dogs and cats, chickens and pigs--when Annie died, just two weeks before moving day. In her heartbreak, Laurie resolved to make her mother's dream her own. In 2001, she established the Funny Farm Animal Rescue outside Mays Landing, New Jersey. Today, she carries on Annie's mission to save abused and neglected animals.Funny Farm is Laurie's story: of promises kept, dreams fulfilled, and animals lost and found. It's the story of Annie McNulty, who fled a nightmarish marriage with few skills, no money and no resources, dragging three kids behind her, and accumulating hundreds of cast-off animals on the way. And lastly, it's the story of the brave, incredible, and adorable animals that were rescued."
886,The Power of Regret: How Looking Backward Moves Us Forward,"From the #1 New York Times-bestselling author of When and Drive, a new book about the transforming power of our most misunderstood yet potentially most valuable emotion: regret.Everybody has regrets, Daniel H. Pink explains in The Power of Regret. They're a universal and healthy part of being human. And understanding how regret works can help us make smarter decisions, perform better at work and school, and bring greater meaning to our lives.Drawing on research in social psychology, neuroscience, and biology, Pink debunks the myth of the ""no regrets"" philosophy of life. And using the largest sampling of American attitudes about regret ever conducted as well as his own World Regret Survey--which has collected regrets from more than 15,000 people in 105 countries--he lays out the four core regrets that each of us has. These deep regrets offer compelling insights into how we live and how we can find a better path forward.As he did in his bestsellers Drive, When,  and A Whole New Mind,  Pink lays out a dynamic new way of thinking about regret and frames his ideas in ways that are clear, accessible, and pragmatic. Packed with true stories of people's regrets as well as practical takeaways for reimagining regret as a positive force, The Power of Regret shows how we can live richer, more engaged lives."
887,False,False
888,A Taste for Poison: Eleven Deadly Molecules and the Killers Who Used Them,"A blend of science and crime, A Taste For Poison reveals how eleven notorious poisons affect the body--through the murders in which they were used.As any reader of murder mysteries can tell you, poison is one of the most enduring—and popular—weapons of choice for a scheming murderer. It can be slipped into a drink, smeared onto the tip of an arrow or the handle of a door, even filtered through the air we breathe. But how exactly do these poisons work to break our bodies down, and what can we learn from the damage they inflict?In a blend of popular science, medical history, and true crime, Dr. Neil Bradbury explores the morbidly captivating method of murder from a cellular level. Alongside real-life accounts of murderers and their crimes—some notorious, some forgotten, some still unsolved—are the stories of the poisons involved: eleven molecules of death that work their way through the human body and, paradoxically, illuminate the way in which our bodies function.Drawn from historical records and current news headlines, A Taste for Poison weaves together the tales of spurned lovers, shady scientists, medical professionals and political assassins to show how the precise systems of the body can be impaired to lethal effect through the use of poison. From the deadly origins of the gin & tonic cocktail to the arsenic-laced wallpaper in Napoleon’s bedroom."
889,Bone Deep: Untangling the Betsy Faria Murder Case,"THE TRUE STORY OF THE CASE THAT IS THE SUBJECT OF NBC’S MARQUEE MINI-SERIES ""THE THING ABOUT PAM"" STARRING RENEE ZELLWEGER AS PAM HUPP AND JOSH DUHAMEL AS JOEL SCHWARTZ.The explosive, first-ever insider’s account of the case that’s captivated millions – the murder of Betsy Faria and the wrongful conviction of her husband – told by Joel J. Schwartz, the defense attorney who fought for justice on behalf of Russel Faria, and New York Times bestselling author Charles Bosworth Jr.On December 27th, 2011, Russell Faria returned to his Troy, Missouri, home after his weekly game night with friends to an unthinkable, grisly scene: His wife, Betsy, lay dead, a knife still lodged in her neck. She’d been stabbed fifty-five times. First responders concluded that Betsy was dead for hours when Russ discovered her. No blood was found implicating Russ, and surveillance video, receipts, and friends’ testimony all supported his alibi. Yet incredibly, police and the prosecuting attorney ignored the evidence. In their minds, Russ was guilty. But prominent defense attorney Joel J. Schwartz quickly recognized the real killer. The motive was clear. Days before her murder, the terminally ill Betsy replaced her husband with her friend, Pamela Hupp, as her life insurance beneficiary. Still, despite the prosecution’s flimsy case and Hupp’s transparent lies, Russ was convicted—leaving Hupp free to kill again. Bone Deep takes readers through the perfect storm of miscalculations and missteps that led to an innocent man’s conviction—and recounts Schwartz’s successful battle to have that conviction overturned. Written with Russ Faria’s cooperation, and filled with chilling new revelations and previously undisclosed evidence, this is the story of what can happen when police, prosecutor, judge, and jury all fail in their duty to protect the innocent—and let a killer get away with murder."
890,Heiresses: The Lives of the Million Dollar Babies,"New York Times bestselling author Laura Thompson returns with Heiresses, a fascinating look at the lives of heiresses throughout history and the often tragic truth beneath the gilded surface.Heiresses: surely they are among the luckiest women on earth. Are they not to be envied, with their private jets and Chanel wardrobes and endless funds? Yet all too often those gilded lives have been beset with trauma and despair. Before the 20th century a wife’s inheritance was the property of her husband, making her vulnerable to kidnap, forced marriages, even confinement in an asylum. And in modern times, heiresses fell victim to fortune-hunters who squandered their millions.Heiresses tells the stories of these million dollar babies: Mary Davies, who inherited London’s most valuable real estate, and was bartered from the age of twelve; Consuelo Vanderbilt, the original American “Dollar Heiress”, forced into a loveless marriage; Barbara Hutton, the Woolworth heiress who married seven times and died almost penniless; and Patty Hearst, heiress to a newspaper fortune who was arrested for terrorism. However, there are also stories of independence and achievement: Angela Burdett-Coutts, who became one of the greatest philanthropists of Victorian England; Nancy Cunard, who lived off her mother's fortune and became a pioneer of the civil rights movement; and Daisy Fellowes, elegant linchpin of interwar high society and noted fashion editor.Heiresses is about the lives of the rich, who—as F. Scott Fitzgerald said—are ‘different’. But it is also a bigger story about how all women fought their way to equality, and sometimes even found autonomy and fulfillment."
891,What My Bones Know: A Memoir of Healing from Complex Trauma,"A searing memoir of reckoning and healing by acclaimed journalist Stephanie Foo,  investigating the little-understood science behind complex PTSD and how it has shaped her life""Every cell in my body is filled with the code of generations of trauma, of death, of birth, of migration, of history that I cannot understand. . . . I want to have words for what my bones know.""By age thirty, Stephanie Foo was successful on paper: She had her dream job as an award-winning radio producer at This American Life and a loving boyfriend. But behind her office door, she was having panic attacks and sobbing at her desk every morning. After years of questioning what was wrong with herself, she was diagnosed with complex PTSD--a condition that occurs when trauma happens continuously, over the course of years.Both of Foo's parents abandoned her when she was a teenager, after years of physical and verbal abuse and neglect. She thought she'd moved on, but her new diagnosis illuminated the way her past continued to threaten her health, relationships, and career. She found limited resources to help her, so Foo set out to heal herself, and to map her experiences onto the scarce literature about C-PTSD.In this deeply personal and thoroughly researched account, Foo interviews scientists and psychologists and tries a variety of innovative therapies. She returns to her hometown of San Jose, California, to investigate the effects of immigrant trauma on the community, and she uncovers family secrets in the country of her birth, Malaysia, to learn how trauma can be inherited through generations. Ultimately, she discovers that you don't move on from trauma--but you can learn to move with it.Powerful, enlightening, and hopeful,  What My Bones Know is a brave narrative that reckons with the hold of the past over the present, the mind over the body--and examines one woman's ability to reclaim agency from her trauma."
892,The Woman Beyond the Attic: The V.C. Andrews Story,"This celebration of the woman who took us to the heights of a secluded attic and the depths of our own dark psyches reveals an intimate portrait of the famously private V.C. Andrews—featuring family photos, personal letters, a partial manuscript for an unpublished novel, and more.Best known for her internationally, multi-million-copy bestselling novel Flowers in the Attic, Cleo Virginia Andrews lived a fascinating life. Born to modest means, she came of age in the American South during the Great Depression and faced a series of increasingly challenging health issues. Yet, once she rose to international literary fame, she prided herself on her intense privacy. Now, The Woman Beyond the Attic aims to connect her personal life with the public novels for which she was famous. Based on Virginia’s own letters, and interviews with her dearest family members, her long-term ghostwriter Andrew Neiderman tells Virginia’s full story for the first time. The Woman Beyond the Attic is perfect for V.C. Andrews fans who pick up every new novel or for fans hoping to return to the favorite novelist of their adolescence. Eye-opening and intimate, The Woman Beyond the Attic is for anyone hoping to learn more about the enigmatic woman behind one of the most important novels of the 20th century."
893,In the Shadow of the Mountain: A Memoir of Courage,"Endless ice. Thin air. The threat of dropping into nothingness thousands of feet below. This is the climb Silvia Vasquez-Lavado braves in her page-turning, pulse-raising memoir following her journey to Mount Everest.A Latina hero in the elite macho tech world of Silicon Valley, privately, she was hanging by a thread. Deep in the throes of alcoholism, hiding her sexuality from her family, and repressing the abuse she’d suffered as a child, she started climbing. Something about the brute force required for the ascent― the risk and spirit and sheer size of the mountains and death’s close proximity―woke her up. She then took her biggest pain as a survivor to the biggest mountain: Everest.“The Mother of the World,” as it’s known in Nepal, allows few to reach her summit, but Silvia didn’t go alone. She gathered a group of young female survivors and led them to base camp alongside her. It was never easy. At times hair-raising, nerve-racking, and always challenging, Silvia remembers the acute anxiety of leading a group of novice climbers to Everest’s base, all the while coping with her own nerves of summiting. But, there were also moments of peace, joy, and healing with the strength of her fellow survivors and community propelling her forward.In the Shadow of the Mountain is a remarkable story of heroism, one which awakens in all of us a lust for adventure, an appetite for risk, and faith in our own resilience."
894,The Dark Queens: The Bloody Rivalry That Forged the Medieval World,"The remarkable, little-known story of two trailblazing women in the Early Middle Ages who wielded immense power, only to be vilified for daring to rule.Brunhild was a Spanish princess, raised to be married off for the sake of alliance-building. Her sister-in-law Fredegund started out as a lowly palace slave. And yet—in the 6th-century Merovingian Empire, where women were excluded from noble succession and royal politics was a blood sport—these two iron-willed strategists reigned over vast realms for decades, changing the face of Europe.The two queens commanded armies and negotiated with kings and popes. They formed coalitions and broke them, mothered children and lost them. They fought a years-long civil war—against each other. With ingenuity and skill, they battled to stay alive in the game of statecraft, and in the process laid the foundations of what would one day be Charlemagne’s empire. Yet after Brunhild and Fredegund’s deaths—one gentle, the other horrific—their stories were rewritten, their names consigned to slander and legend.In The Dark Queens, award-winning writer Shelley Puhak sets the record straight. She resurrects two very real women in all their complexity, painting a richly detailed portrait of an unfamiliar time and striking at the roots of some of our culture’s stubbornest myths about female power. The Dark Queens offers proof that the relationships between women can transform the world."
895,False,False
896,The Lonely Hunter: How the Search for Love Is Broken,"In this crackling, incisive blend of memoir and cultural reporting, one woman's quest to answer the question When can I say I'll be alone forever? leads her to explore the unprecedented rise of single adults, our society's pathologizing of loneliness, and the purpose of dating. One evening, thirtysomething single writer Aimee Lutkin found herself at a dinner party surrounded by couples. When the conversation turned to her love life, Lutkin--who had dated on and (mostly) off for years--stated simply, I don't really know if I'm going to date anyone ever again. Some people are just alone forever. As her friends rushed to assure her that love comes when you least expect it and to recommend new dating apps, Lutkin wondered, Why, when there are more unmarried adults than ever before, is there so much pressure to couple up? Why is everyone so uncomfortable around single people? Why does it seem like your real life can't start until you meet The One? And is it possible to be single without being lonely? Over the course of the next year, Lutkin set out to answer these questions and to see whether there really was some trick for escaping loneliness out there. She went on hundreds of dates; read the sociologists, authors, and relationship experts exploring singlehood and loneliness; dove into the wellness industrial complex; tossed it all aside to binge-watch Netflix and eat nachos; and probed the capitalist structures that make alternative family arrangements nearly impossible.Chock-full of razor-sharp observations and poignant moments of vulnerability, The Lonely Hunter is a stirring account of one woman's experience of being alone and a revealing expose of our culture's deep biases against the un-coupled. Blazingly smart, insightful, and full of heart, this is a book for anyone determined to make, follow, and break their own rules."
897,"The First Kennedys: An Immigrant Maid, Her Bartender Son, and the Humble Roots of a Dynasty","Based on genealogical breakthroughs and previously unreleased records, this is the first book to explore the inspiring story of the poor Irish refugee couple who escaped famine, created a life together in a city hostile to Irish, immigrants, and Catholics, and launched the Kennedy dynasty in America.Their Irish ancestry was a hallmark of the Kennedys’ initial political profile, as JFK leveraged his working-class roots to connect with blue-collar voters. Today, we remember this iconic American family as the vanguard of wealth, power, and style rather than as the descendants of poor immigrants. Here at last, we meet the first American Kennedys, Patrick and Bridget, who arrived as many thousands of others did following the Great Famine—penniless and hungry. Less than a decade after their marriage in Boston, Patrick’s sudden death left Bridget to raise their children single-handedly. Her rise from housemaid to shop owner in the face of rampant poverty and discrimination kept her family intact, allowing her only son P.J. to become a successful saloon owner and businessman. P.J. went on to become the first American Kennedy elected to public office—the first of many.Written by the grandson of an Irish immigrant couple and based on first-ever access to P.J. Kennedy’s private papers, The First Kennedys is a story of sacrifice and survival, resistance and reinvention: an American story."
898,Secrets of the Sprakkar: Iceland's Extraordinary Women and How They Are Changing the World,"The Canadian first lady of Iceland pens a book about why this tiny nation is leading the charge in gender equality, in the vein of The Moment of Lift.Iceland is the best place on earth to be a woman—but why?For the past twelve years, the World Economic Forum’s Global Gender Gap Report has ranked Iceland number one on its list of countries closing the gap in equality between men and women. What is it about Iceland that enables its society to make such meaningful progress in this ongoing battle, from electing the world’s first female president to passing legislation specifically designed to help even the playing field at work and at home?The answer is found in the country’s sprakkar, an ancient Icelandic word meaning extraordinary or outstanding women. Eliza Reid—Canadian born and raised, and now first lady of Iceland—examines her adopted homeland’s attitude toward women: the deep-seated cultural sense of fairness, the influence of current and historical role models, and, crucially, the areas where Iceland still has room for improvement. Throughout, she interviews dozens of sprakkar to tell their inspirational stories, and expertly weaves in her own experiences as an immigrant from small-town Canada. The result is an illuminating discussion of what it means to move through the world as a woman and how the rules of society play more of a role in who we view as equal than we may understand.What makes many women’s experiences there so positive? And what can we learn about fairness to benefit our society?Like influential and progressive first ladies Eleanor Roosevelt, Hillary Rodham Clinton, and Michelle Obama, Reid uses her platform to bring the best of her nation to the world. Secrets of the Sprakkar is a powerful and atmospheric portrait of a tiny country that could lead the way forward for us all."
899,Cost of Living: Essays,"The searing intimacy of Girl, Interrupted combined with the uncomfortable truths of The Empathy Exams in a collection of essays chronicling one woman’s experiences as both patient and caregiver, giving a unique perspective from both sides of the hospital bed.What does it cost to live?When we fall ill, our lives are itemized on a spreadsheet. A thousand dollars for a broken leg, a few hundred for a nasty cut while cooking dinner. Then there are the greater costs for even greater misfortunes. The car accidents, breast cancers, blood diseases, and dark depressions.When Emily Maloney was nineteen she tried to kill herself. An act that would not only cost a great deal personally, but also financially, sending her down a dark spiral of misdiagnoses, years spent in and out of hospitals and doctor’s offices, and tens of thousands owed in medical debt. To work to pay off this crippling burden, Emily becomes an emergency room technician. Doing the grunt work in a hospital, and taking care of patients at their most vulnerable moments, chronicling these interactions in searingly beautiful, surprising ways.Shocking and often slyly humorous, Cost of Living is a brilliant examination of just what exactly our troubled healthcare system asks us to pay, as well as a look at what goes on behind the scenes at our hospitals and in the minds of caregivers."
900,The Impossible City: A Hong Kong Memoir,"An insider's account of Hong Kong--from its tenacious counterculture and robust underground music scene, to its unique history of youth-led protest--that explores what it means to survive in a city of broken promises.Nothing survives in this city. But in a place that never allowed you to write your own history, even remembrance can be a radical act. Hong Kong has long been known as a city of extremes: a former colony of the United Kingdom that today exists at the margins of an authoritarian, ascendant China; a city rocked by mass protests, where residents once rallied against threats to their democracy and freedoms. But it is also misunderstood and often romanticized, its history and politics simplified for Western headlines. Drawing richly from her own experience, as well as interviews with musicians, protesters, and writers who have made Hong Kong their home, journalist Karen Cheung gives us an insider’s view of this remarkable city at a critical moment in history—both for Hong Kong and democracies around the world. Coming of age in the wake of Hong Kong’s reunification with China in 1997, Cheung traverses the multifold identities available to her in childhood and beyond, whether that was her experience at an English-speaking international school where her classmates would grow up to be “global citizens” struggling to fit in with the rest of Hong Kong, or within her deeply traditional, multilingual family. Along the way, Cheung gives a personal account of what it’s like to seek out affordable housing and mental healthcare in one of the world’s most expensive cities. She also takes us deep into Hong Kong’s vibrant indie music and literary scenes–youth-driven spaces of creative resistance. Inevitably, Cheung brings us with her to the protests, where her understanding of what it means to belong to Hong Kong finally crystallized. Weaving together memoir, cultural criticism, and reportage, The Impossible City transcends borders to chart the parallel journeys of both a young woman and a city as they navigate the various, sometimes contradictory, paths of coming into one’s own."
901,The Genesis Machine: Our Quest to Rewrite Life in the Age of Synthetic Biology,"The next frontier in technology is inside our own bodies.Synthetic biology will revolutionize how we define family, how we identify disease and treat aging, where we make our homes, and how we nourish ourselves. This fast-growing field—which uses computers to modify or rewrite genetic code—has created revolutionary, groundbreaking solutions such as the mRNA COVID vaccines, IVF, and lab-grown hamburger that tastes like the real thing.  It gives us options to deal with existential threats: climate change, food insecurity, and access to fuel.But there are significant risks.Who should decide how to engineer living organisms? Whether engineered organisms should be planted, farmed, and released into the wild? Should there be limits to human enhancements? What cyber-biological risks are looming? Could a future biological war, using engineered organisms, cause a mass extinction event? Amy Webb and Andrew Hessel’s riveting examination of synthetic biology and the bioeconomy provide the background for thinking through the upcoming risks and moral dilemmas posed by redesigning life, as well as the vast opportunities waiting for us on the horizon."
902,The Grieving Brain: The Surprising Science of How We Learn from Love and Loss,"A renowned grief expert and neuroscientist shares groundbreaking discoveries about what happens in our brain when we grieve, providing a new paradigm for understanding love, loss, and learning.For as long as humans have existed, we have struggled when a loved one dies. Poets and playwrights have written about the dark cloak of grief, the deep yearning, how devastating heartache feels. But until now, we have had little scientific perspective on this universal experience.In The Grieving Brain, neuroscientist and psychologist Mary-Frances O'Connor, PhD, gives us a fascinating new window into one of the hallmark experiences of being human. O'Connor has devoted decades to researching the effects of grief on the brain, and in this book, she makes cutting-edge neuroscience accessible through her contagious enthusiasm, and guides us through how we encode love and grief. With love, our neurons help us form attachments to others; but, with loss, our brain must come to terms with where our loved ones went, or how to imagine a future that encompasses their absence.Based on O'Connor's own trailblazing neuroimaging work, research in the field, and her real-life stories, The Grieving Brain does what the best popular science books do, combining storytelling, accessible science, and practical knowledge that will help us better understand what happens when we grieve and how to navigate loss with more ease and grace."
903,The Black Agenda: Bold Solutions for a Broken System,"""The Black Agenda mobilizes top Black experts from across the country to share transformative perspectives on how to deploy anti-racist ideas and policies into everything from climate policy to criminal justice to healthcare. This book will challenge what you think is possible by igniting long overdue conversations around how to enact lasting and meaningful change rooted in racial justice."" —Ibram X. Kendi, #1 New York Times bestselling author of How to Be an Antiracist and Stamped From the BeginningFrom ongoing reports of police brutality to the disproportionate impact COVID-19 has had on Black Americans, 2020 brought a renewed awareness to the deep-rootedness of racism and white supremacy in every facet of American life. Edited by Anna Gifty Opoku-Agyeman, The Black Agenda is the first book of its kind—a bold and urgent move towards social justice through a profound collection of essays featuring Black scholars and experts across economics, education, health, climate, and technology. It speaks to the question ""What's next for America?"" on the subjects of policy-making, mental health, artificial intelligence, climate movement, the future of work, the LGBTQ community, the criminal legal system, and much more. Essayists including Dr. Sandy Darity, Dr. Hedwig Lee, Mary Heglar, and Janelle Jones present groundbreaking ideas ranging from Black maternal and infant health to reparations to AI bias to inclusive economic policy, with the potential to uplift and heal not only Black America, but the entire country."
904,"Black Love Matters: Real Talk on Romance, Being Seen, and Happily Ever Afters","An incisive, intersectional essay anthology that celebrates and examines romance and romantic media through the lens of Black readers, writers, and cultural commentators, edited by Book Riot columnist and librarian Jessica Pryde.Romantic love has been one of the most essential elements of storytelling for centuries. But for Black people in the United States and across the diaspora, it hasn't often been easy to find Black romance joyfully showcased in entertainment media. In this collection, revered authors and sparkling newcomers, librarians and academicians, and avid readers and reviewers consider the mirrors and windows into Black love as it is depicted in the novels, television shows, and films that have shaped their own stories. Whether personal reflection or cultural commentary, these essays delve into Black love now and in the past, including topics from the history of Black romance to social justice and the Black community to the meaning of desire and desirability.Exploring the multifaceted ways love is seen--and the ways it isn't--this diverse array of Black voices collectively shines a light on the power of crafting happy endings for Black lovers.Jessica Pryde is joined by Carole V. Bell, Sarah Hannah Gomez, Jasmine Guillory, Da'Shaun Harrison, Margo Hendricks, Adriana Herrera, Piper Huguley, Kosoko Jackson, Nicole M. Jackson, Beverly Jenkins, Christina C. Jones, Julie Moody-Freeman, and Allie Parker in this collection."
905,False,False
906,More Than Words: The Science of Deepening Love and Connection in Any Relationship,"Increase intimacy, connection, and love with this illuminating, science-based guide to creating meaningful and lasting relationships. When it comes to building a better relationship with your partner, touch and connection matter so much more than the words that you say. And author and therapist John Howard is here to tell us why. More Than Words shows you how to deepen love and connection in any relationship based on the latest cutting-edge research in interpersonal neurobiology, trauma-informed healing, attachment theory, and many more scientific fields. This book explains why verbal communication may not elicit the connection you seek and offers ways to practice and form new habits that can nurture love, care, safety, comfort, and passion in relationships. Science shows that these techniques work, but most people don’t know them yet. You can start using these techniques today to increase intimacy and emotional connection in your closest relationships. Mindful of all the needs of the modern individual, More Than Words is inclusive of LGBTQ+, polyamorous, and other nontraditional committed relationships and ultimately looks to elevate the way we strengthen the most important bonds in our lives."
907,"Didn’t We Almost Have It All: The Genius, Shame, and Audacity of Whitney Houston","An up-close and intimate journey through Whitney Houston's incredible ascent to stardom and her tragic fall from graceDidn’t We Almost Have It All is a portrait of the woman behind one of the most famous voices in the world; a performer whose struggles and insecurities with race, sexuality, addiction, identity, abuse, faith, and class ultimately contributed to a heartbreaking demise that was devastating and inevitable in equal measure. Whitney Houston's story is a cautionary tale about the perils of fame and addiction, but it's also a story rife with emotions that are universal to the human experience. She lived much of her life trying to please others—her parents, her family, her mentor Clive Davis, the public—all people who made her a prisoner to her successes and failures in the last decade of her life. This groundbreaking new biography is centered around firsthand reporting that weaves together the story of a rising star and, for the first time, digs into the dark underbelly of the abuse, addiction, and anxiety that caused Houston's very public fall from grace and ultimately her death."
908,Raising Critical Thinkers: A Parent's Guide to Growing Wise Kids in the Digital Age,"
A guide for parents to help children of all ages process the onslaught of unfiltered information in the digital age.
Education is not solely about acquiring information and skills across subject areas, but also about understanding how and why we believe what we do. At a time when online media has created a virtual firehose of information and opinions, parents and teachers worry how students will interpret what they read and see. Amid the noise, it has become increasingly important to examine different perspectives with both curiosity and discernment. But how do parents teach these skills to their children?Drawing on more than twenty years' experience homeschooling and developing curricula, Julie Bogart offers practical tools to help children at every stage of development to grow in their ability to explore the world around them, examine how their loyalties and biases affect their beliefs, and generate fresh insight rather than simply recycling what they've been taught. Full of accessible stories and activities for children of all ages, Raising Critical Thinkers helps parents to nurture passionate learners with thoughtful minds and empathetic hearts."
909,The Method: How the Twentieth Century Learned to Act,"“Entertaining … a remarkable story.”--The New Yorker“Delicious, humane, probing.”--Vulture, Most Anticipated Books of 2022""The best and most important book about acting I’ve ever read.""--Nathan LaneFrom the coauthor of The World Only Spins Forward comes the first cultural history of Method acting--an ebullient account of creative discovery and the birth of classic Hollywood.On stage and screen, we know a great performance when we see it. But how do actors draw from their bodies and minds to turn their selves into art? What is the craft of being an authentic fake? More than a century ago, amid tsarist Russia’s crushing repression, one of the most talented actors ever, Konstantin Stanislavski, asked these very questions, reached deep into himself, and emerged with an answer. How his “system” remade itself into the Method and forever transformed American theater and film is an unlikely saga that has never before been fully told.Now, critic and theater director Isaac Butler chronicles the history of the Method in a narrative that transports readers from Moscow to New York to Los Angeles, from The Seagull to A Streetcar Named Desire to Raging Bull. He traces how a cohort of American mavericks--including Stella Adler, Lee Strasberg, and the storied Group Theatre--refashioned Stanislavski’s ideas for a Depression-plagued nation that had yet to find its place as an artistic powerhouse. The Group’s feuds and rivalries would, in turn, shape generations of actors who enabled Hollywood to become the global dream-factory it is today. Some of these performers the Method would uplift; others, it would destroy. Long after its midcentury heyday, the Method lives on as one of the most influential--and misunderstood--ideas in American culture.Studded with marquee names--from Marlon Brando, Marilyn Monroe, and Elia Kazan, to James Baldwin, Ellen Burstyn, and Dustin Hoffman--The Method is a spirited history of ideas and a must-read for any fan of Broadway or American film."
910,False,False
